fromId,toId,straightMeters,roadMeters,ratio
20,274,1151.6,1432.8,1.24
20,275,1003.0,1352.7,1.35
20,276,768.2,904.7,1.18
20,277,291.6,603.6,2.07
20,278,1438.2,1986.9,1.38
20,279,1388.7,1990.9,1.43
20,280,1310.4,1764.9,1.35
20,283,260.9,358.0,1.37
20,284,371.5,480.1,1.29
20,286,553.6,728.4,1.32
20,288,595.8,889.0,1.49
20,289,601.1,889.0,1.48
20,291,476.7,779.9,1.64
20,293,469.0,669.4,1.43
20,294,548.4,728.5,1.33
20,295,327.8,460.2,1.40
20,299,152.8,218.0,1.43
20,304,240.9,610.3,2.53
20,310,103.0,124.4,1.21
20,312,1008.6,1341.6,1.33
20,328,1282.2,1732.1,1.35
20,346,906.2,1003.5,1.11
20,347,837.2,936.6,1.12
20,350,207.9,939.6,4.52
20,354,706.1,836.1,1.18
20,358,42.2,48.8,1.16
20,361,938.1,1226.3,1.31
20,362,452.9,872.3,1.93
20,363,75.6,122.0,1.61
20,364,44.3,85.0,1.92
20,366,885.6,1139.5,1.29
20,378,938.6,1226.3,1.31
20,379,936.7,1218.5,1.30
20,380,502.0,800.1,1.59
20,381,1119.3,1288.4,1.15
20,382,386.8,480.1,1.24
20,384,44.3,65.6,1.48
20,385,39.0,48.8,1.25
20,389,302.5,509.8,1.69
20,395,1009.8,1224.3,1.21
20,420,880.2,1139.5,1.29
27,32,320.5,503.4,1.57
27,38,292.1,414.6,1.42
27,39,286.4,405.7,1.42
27,40,475.0,758.4,1.60
27,41,467.2,758.4,1.62
27,45,550.0,781.9,1.42
27,46,349.4,655.6,1.88
27,47,638.7,942.2,1.48
27,48,590.1,715.2,1.21
27,50,882.8,1163.7,1.32
27,52,978.7,1263.9,1.29
27,54,305.7,503.4,1.65
27,56,75.6,261.2,3.46
27,58,616.1,985.8,1.60
27,64,439.8,567.4,1.29
27,76,694.4,1054.6,1.52
27,77,570.1,772.3,1.35
27,78,71.6,78.9,1.10
27,81,461.4,756.7,1.64
27,82,932.2,1188.3,1.27
27,86,77.6,224.2,2.89
27,96,460.2,710.9,1.54
27,120,115.9,224.2,1.93
27,121,39.3,13.9,0.35
27,128,683.9,1008.8,1.48
27,132,615.4,882.3,1.43
27,134,333.8,576.6,1.73
27,136,405.9,704.3,1.74
27,137,392.8,657.1,1.67
27,139,444.7,756.7,1.70
27,143,352.6,527.9,1.50
27,144,366.1,582.0,1.59
27,145,469.3,758.4,1.62
27,148,580.7,646.9,1.11
27,161,1090.2,1480.2,1.36
27,162,1180.8,1532.0,1.30
27,167,477.5,740.9,1.55
27,175,398.9,593.5,1.49
27,176,945.8,1675.9,1.77
27,177,1013.5,1581.7,1.56
27,178,1078.8,1661.6,1.54
27,188,570.6,693.2,1.21
27,189,573.4,715.2,1.25
27,192,598.7,759.5,1.27
27,195,215.7,337.1,1.56
27,197,1680.2,2353.3,1.40
27,203,138.0,280.4,2.03
27,204,281.1,594.4,2.11
27,207,602.5,731.4,1.21
27,208,587.2,731.4,1.25
27,209,583.7,666.5,1.14
27,213,725.0,1101.9,1.52
27,215,856.4,1107.3,1.29
27,216,415.9,551.7,1.33
27,221,416.1,567.4,1.36
27,224,1003.1,1249.0,1.25
27,227,612.1,827.4,1.35
27,231,590.1,781.9,1.32
27,232,1606.1,2318.7,1.44
27,235,363.4,524.4,1.44
27,248,21.5,13.9,0.65
27,260,114.6,227.8,1.99
27,262,755.6,930.9,1.23
27,263,471.3,672.1,1.43
27,271,596.1,759.5,1.27
27,273,308.3,503.4,1.63
27,274,361.1,621.1,1.72
27,275,180.9,398.7,2.20
27,276,694.4,1044.7,1.50
27,277,598.0,951.5,1.59
27,278,1190.8,1471.0,1.24
27,279,1090.7,1475.0,1.35
27,280,997.2,1249.0,1.25
27,283,707.9,1008.5,1.42
27,284,639.9,942.2,1.47
27,286,535.4,1105.0,2.06
27,288,426.0,663.0,1.56
27,289,432.9,663.0,1.53
27,291,457.5,727.6,1.59
27,293,515.0,727.0,1.41
27,294,516.5,786.1,1.52
27,295,622.2,936.2,1.50
27,299,770.0,1186.1,1.54
27,304,665.6,1008.8,1.52
27,310,983.4,1263.9,1.29
27,312,419.4,572.4,1.36
27,328,872.6,1216.2,1.39
27,346,548.3,728.1,1.33
27,347,627.6,865.0,1.38
27,350,959.2,1658.9,1.73
27,354,631.9,994.9,1.57
27,358,924.5,1188.3,1.29
27,361,295.3,414.6,1.40
27,362,434.9,704.5,1.62
27,363,936.5,1253.1,1.34
27,364,887.1,1187.9,1.34
27,378,292.1,414.6,1.42
27,379,286.4,405.7,1.42
27,380,430.4,707.4,1.64
27,381,550.0,781.9,1.42
27,382,638.7,942.2,1.48
27,384,882.8,1163.7,1.32
27,385,923.1,1188.3,1.29
27,389,616.1,985.8,1.60
27,395,439.8,567.4,1.29
32,38,92.8,88.8,0.96
32,39,93.9,97.7,1.04
32,40,567.1,730.3,1.29
32,41,564.0,730.3,1.29
32,45,846.3,1118.3,1.32
32,46,586.7,821.0,1.40
32,47,882.9,1260.1,1.43
32,48,910.5,1051.6,1.15
32,50,1015.4,1339.3,1.32
32,52,1125.1,1439.5,1.28
32,56,245.5,360.2,1.47
32,58,729.5,904.5,1.24
32,64,747.5,903.8,1.21
32,76,415.7,734.0,1.77
32,77,290.6,451.7,1.55
32,78,347.6,503.5,1.45
32,81,670.2,922.1,1.38
32,82,1063.6,1363.9,1.28
32,86,243.0,323.2,1.33
32,96,542.8,682.8,1.26
32,120,204.8,323.2,1.58
32,121,285.9,489.5,1.71
32,128,804.9,1005.0,1.25
32,132,792.7,1047.7,1.32
32,134,561.2,742.0,1.32
32,136,640.8,869.7,1.36
32,137,593.6,822.5,1.39
32,139,649.0,922.1,1.42
32,143,671.0,864.3,1.29
32,144,675.5,918.4,1.36
32,145,585.3,730.3,1.25
32,148,896.6,983.3,1.10
32,161,1232.2,1655.8,1.34
32,162,1325.9,1707.6,1.29
32,167,470.0,459.4,0.98
32,175,412.6,464.2,1.13
32,176,1025.6,1402.4,1.37
32,177,986.6,1308.2,1.33
32,178,1036.5,1388.1,1.34
32,188,889.6,1029.6,1.16
32,189,893.8,1051.6,1.18
32,192,919.1,1095.9,1.19
32,195,120.3,166.3,1.38
32,197,1516.6,2079.8,1.37
32,203,189.8,233.4,1.23
32,204,57.1,91.0,1.59
32,207,921.3,1067.8,1.16
32,208,906.6,1067.8,1.18
32,209,901.3,1002.9,1.11
32,213,893.5,1267.3,1.42
32,215,1011.1,1282.9,1.27
32,216,736.1,888.1,1.21
32,221,726.8,903.8,1.24
32,224,708.5,928.4,1.31
32,227,898.4,1163.8,1.30
32,231,887.4,1118.3,1.26
32,232,1430.6,2045.2,1.43
32,235,198.3,218.4,1.10
32,248,317.4,489.5,1.54
32,260,317.5,393.4,1.24
32,262,953.6,1248.8,1.31
32,263,732.4,990.0,1.35
32,271,916.6,1095.9,1.20
32,274,137.5,117.7,0.86
32,275,159.9,351.7,2.20
32,276,1007.2,1381.1,1.37
32,277,742.6,998.3,1.34
32,278,900.9,1150.4,1.28
32,279,795.6,1154.4,1.45
32,280,704.7,928.4,1.32
32,283,919.2,1326.4,1.44
32,284,879.5,1260.1,1.43
32,286,817.9,1441.4,1.76
32,288,447.0,634.9,1.42
32,289,445.5,634.9,1.43
32,291,553.6,699.5,1.26
32,293,574.4,698.9,1.22
32,294,522.7,758.0,1.45
32,295,714.0,854.9,1.20
32,299,889.1,1145.7,1.29
32,304,790.0,1005.0,1.27
32,310,1133.0,1439.5,1.27
32,312,131.3,251.8,1.92
32,328,567.7,895.6,1.58
32,346,868.7,1064.5,1.23
32,347,946.5,1201.4,1.27
32,350,1042.8,1385.4,1.33
32,354,940.1,1331.3,1.42
32,358,1072.3,1363.9,1.27
32,361,94.1,88.8,0.94
32,362,595.0,786.3,1.32
32,363,1095.7,1428.7,1.30
32,364,1045.6,1363.5,1.30
32,366,309.8,503.4,1.62
32,378,92.8,88.8,0.96
32,379,93.9,97.7,1.04
32,380,528.1,679.3,1.29
32,381,846.3,1118.3,1.32
32,382,882.9,1260.1,1.43
32,384,1015.4,1339.3,1.32
32,385,1066.2,1363.9,1.28
32,389,729.5,904.5,1.24
32,395,747.5,903.8,1.21
32,420,310.2,503.4,1.62
38,39,5.7,8.9,1.56
38,40,475.2,641.5,1.35
38,41,472.4,641.5,1.36
38,45,838.2,1029.5,1.23
38,46,512.2,732.2,1.43
38,47,804.8,1171.3,1.46
38,48,875.6,962.8,1.10
38,50,923.4,1250.5,1.35
38,52,1033.5,1350.7,1.31
38,54,96.4,88.8,0.92
38,56,224.3,271.4,1.21
38,58,637.5,815.7,1.28
38,64,731.3,815.0,1.11
38,76,404.8,645.2,1.59
38,77,279.1,362.9,1.30
38,78,336.5,414.7,1.23
38,81,588.3,833.3,1.42
38,82,971.5,1275.1,1.31
38,86,218.4,234.4,1.07
38,96,450.7,594.0,1.32
38,120,181.8,234.4,1.29
38,121,264.7,400.7,1.51
38,128,712.9,916.2,1.29
38,132,705.0,958.9,1.36
38,134,485.4,653.2,1.35
38,136,564.4,780.9,1.38
38,137,512.1,733.7,1.43
38,139,566.8,833.3,1.47
38,143,628.7,775.5,1.23
38,144,624.1,829.6,1.33
38,145,494.5,641.5,1.30
38,148,872.2,894.5,1.03
38,161,1140.2,1567.0,1.37
38,162,1233.9,1618.8,1.31
38,167,378.2,370.6,0.98
38,175,319.8,375.4,1.17
38,176,932.9,1313.6,1.41
38,177,900.9,1219.4,1.35
38,178,953.1,1299.3,1.36
38,188,859.9,940.8,1.09
38,189,859.0,962.8,1.12
38,192,880.4,1007.1,1.14
38,195,78.0,77.5,0.99
38,197,1460.8,1991.0,1.36
38,203,154.3,144.6,0.94
38,204,44.8,179.8,4.01
38,207,892.0,979.0,1.10
38,208,875.9,979.0,1.12
38,209,874.3,914.1,1.05
38,213,804.2,1178.5,1.47
38,215,920.2,1194.1,1.30
38,216,703.3,799.3,1.14
38,221,708.0,815.0,1.15
38,224,711.5,839.6,1.18
38,227,896.2,1075.0,1.20
38,231,878.9,1029.5,1.17
38,232,1378.0,1956.4,1.42
38,235,117.0,129.6,1.11
38,248,295.2,400.7,1.36
38,260,258.0,304.6,1.18
38,262,867.1,1160.0,1.34
38,263,660.3,901.2,1.36
38,271,879.6,1007.1,1.14
38,273,105.3,88.8,0.84
38,274,226.9,206.5,0.91
38,275,178.0,262.9,1.48
38,276,955.2,1292.3,1.35
38,277,652.4,909.5,1.39
38,278,900.3,1061.6,1.18
38,279,799.1,1065.6,1.33
38,280,705.9,839.6,1.19
38,283,834.8,1237.6,1.48
38,284,800.4,1171.3,1.46
38,286,751.1,1352.6,1.80
38,288,354.2,546.1,1.54
38,289,352.8,546.1,1.55
38,291,462.0,610.7,1.32
38,293,481.7,610.1,1.27
38,294,430.8,669.2,1.55
38,295,621.4,766.1,1.23
38,299,796.8,1056.9,1.33
38,304,698.2,916.2,1.31
38,310,1041.6,1350.7,1.30
38,312,128.7,163.0,1.27
38,328,580.9,806.8,1.39
38,346,834.6,975.7,1.17
38,347,902.6,1112.6,1.23
38,350,950.1,1296.6,1.36
38,354,884.7,1242.5,1.40
38,358,980.9,1275.1,1.30
38,362,508.0,697.5,1.37
38,363,1004.9,1339.9,1.33
38,364,954.9,1274.7,1.33
38,366,281.1,414.6,1.47
38,379,5.7,8.9,1.56
38,380,436.8,590.5,1.35
38,381,838.2,1029.5,1.23
38,382,804.8,1171.3,1.46
38,384,923.4,1250.5,1.35
38,385,974.6,1275.1,1.31
38,389,637.5,815.7,1.28
38,395,731.3,815.0,1.11
38,420,279.8,414.6,1.48
39,40,473.4,633.7,1.34
39,41,470.5,633.7,1.35
39,45,832.6,1020.6,1.23
39,46,507.8,723.3,1.42
39,47,800.8,1162.4,1.45
39,48,870.0,953.9,1.10
39,50,921.7,1242.7,1.35
39,52,1031.6,1342.9,1.30
39,54,96.5,97.7,1.01
39,56,218.6,262.5,1.20
39,58,635.8,807.9,1.27
39,64,725.6,806.1,1.11
39,76,410.4,648.9,1.58
39,77,284.8,366.6,1.29
39,78,330.9,405.8,1.23
39,81,584.7,824.4,1.41
39,82,969.8,1267.3,1.31
39,86,212.7,225.5,1.06
39,96,449.0,586.2,1.31
39,120,176.2,225.5,1.28
39,121,259.0,391.8,1.51
39,128,711.2,908.4,1.28
39,132,702.1,950.0,1.35
39,134,481.2,644.3,1.34
39,136,560.2,772.0,1.38
39,137,508.4,724.8,1.43
39,139,563.2,824.4,1.46
39,143,623.2,766.6,1.23
39,144,618.7,820.7,1.33
39,145,492.3,633.7,1.29
39,148,866.5,885.6,1.02
39,161,1138.5,1559.2,1.37
39,162,1232.1,1611.0,1.31
39,167,378.2,362.8,0.96
39,175,318.9,367.6,1.15
39,176,932.3,1305.8,1.40
39,177,902.3,1211.6,1.34
39,178,954.8,1291.5,1.35
39,188,854.3,931.9,1.09
39,189,853.4,953.9,1.12
39,192,874.8,998.2,1.14
39,195,72.4,68.6,0.95
39,197,1464.8,1983.2,1.35
39,203,148.6,135.7,0.91
39,204,43.4,188.7,4.35
39,207,886.3,970.1,1.09
39,208,870.2,970.1,1.11
39,209,868.6,905.2,1.04
39,213,801.7,1169.6,1.46
39,215,918.1,1186.3,1.29
39,216,697.7,790.4,1.13
39,221,702.3,806.1,1.15
39,224,717.2,843.3,1.18
39,227,890.7,1066.1,1.20
39,231,873.2,1020.6,1.17
39,232,1382.2,1948.6,1.41
39,235,119.8,121.8,1.02
39,248,289.5,391.8,1.35
39,260,252.7,295.7,1.17
39,262,864.1,1151.1,1.33
39,263,655.9,892.3,1.36
39,271,874.0,998.2,1.14
39,273,105.4,97.7,0.93
39,274,226.7,215.4,0.95
39,275,173.4,254.0,1.46
39,276,949.9,1283.4,1.35
39,277,650.1,901.7,1.39
39,278,906.0,1065.3,1.18
39,279,804.8,1069.3,1.33
39,280,711.5,843.3,1.19
39,283,831.5,1228.7,1.48
39,284,796.6,1162.4,1.46
39,286,746.4,1343.7,1.80
39,288,353.4,538.3,1.52
39,289,352.2,538.3,1.53
39,291,460.0,602.9,1.31
39,293,480.6,602.3,1.25
39,294,430.6,661.4,1.54
39,295,620.1,758.3,1.22
39,299,795.2,1049.1,1.32
39,304,696.4,908.4,1.30
39,310,1039.6,1342.9,1.29
39,312,134.3,166.7,1.24
39,328,586.6,810.5,1.38
39,346,829.0,966.8,1.17
39,347,897.1,1103.7,1.23
39,350,949.3,1288.8,1.36
39,354,879.5,1233.6,1.40
39,358,978.9,1267.3,1.29
39,361,9.1,8.9,0.97
39,362,505.0,689.7,1.37
39,363,1002.7,1332.1,1.33
39,364,952.7,1266.9,1.33
39,366,275.4,405.7,1.47
39,378,5.7,8.9,1.56
39,380,434.7,582.7,1.34
39,381,832.6,1020.6,1.23
39,382,800.8,1162.4,1.45
39,384,921.7,1242.7,1.35
39,385,972.7,1267.3,1.30
39,389,635.8,807.9,1.27
39,395,725.6,806.1,1.11
39,420,274.1,405.7,1.48
40,45,885.6,1224.0,1.38
40,46,266.1,348.8,1.31
40,47,430.1,873.1,2.03
40,48,776.9,952.3,1.23
40,50,448.3,773.3,1.72
40,52,558.4,873.5,1.56
40,54,567.2,730.3,1.29
40,56,487.3,652.2,1.34
40,58,162.4,338.5,2.08
40,64,761.6,1019.5,1.34
40,76,667.2,985.7,1.48
40,77,594.8,783.2,1.32
40,78,544.4,758.5,1.39
40,81,227.8,209.9,0.92
40,82,496.6,797.9,1.61
40,86,478.3,615.2,1.29
40,96,25.8,47.5,1.84
40,120,481.4,615.2,1.28
40,121,493.0,744.5,1.51
40,128,237.8,439.0,1.85
40,132,258.3,335.5,1.30
40,134,246.4,355.0,1.44
40,136,270.6,397.5,1.47
40,137,194.4,350.3,1.80
40,139,211.6,209.9,0.99
40,143,552.0,736.0,1.33
40,144,494.0,790.1,1.60
40,148,830.9,1055.4,1.27
40,161,665.1,1089.8,1.64
40,162,758.7,1141.6,1.50
40,167,163.4,413.5,2.53
40,175,167.4,266.1,1.59
40,176,476.8,1028.6,2.16
40,177,560.0,934.4,1.67
40,178,631.6,1014.3,1.61
40,188,793.1,974.3,1.23
40,189,763.7,952.3,1.25
40,192,758.8,916.4,1.21
40,195,471.2,702.3,1.49
40,197,1315.0,1706.0,1.30
40,203,458.0,665.8,1.45
40,204,511.9,821.3,1.60
40,207,821.3,1012.5,1.23
40,208,800.6,1012.5,1.26
40,209,818.8,1056.8,1.29
40,213,340.5,555.1,1.63
40,215,447.2,716.9,1.60
40,216,655.9,883.6,1.35
40,221,731.2,1019.5,1.39
40,224,947.4,1180.1,1.25
40,227,962.4,1269.5,1.32
40,231,917.1,1224.0,1.33
40,232,1258.8,1671.4,1.33
40,235,404.3,592.3,1.46
40,248,496.0,744.5,1.50
40,260,363.0,530.8,1.46
40,262,421.0,817.5,1.94
40,263,367.6,603.0,1.64
40,271,768.5,916.4,1.19
40,273,575.7,730.3,1.27
40,274,692.1,848.0,1.23
40,275,556.4,784.1,1.41
40,276,741.3,1201.6,1.62
40,277,185.9,404.7,2.18
40,278,1096.4,1402.1,1.28
40,279,1024.4,1406.1,1.37
40,280,935.7,1180.1,1.26
40,283,406.3,935.7,2.30
40,284,418.6,873.1,2.09
40,286,475.8,1121.4,2.36
40,288,139.8,251.0,1.80
40,289,148.2,251.0,1.69
40,291,17.5,30.8,1.76
40,293,61.1,79.7,1.31
40,294,141.0,138.8,0.98
40,295,152.3,288.9,1.90
40,299,322.4,579.7,1.80
40,304,223.1,439.0,1.97
40,310,566.7,873.5,1.54
40,312,547.5,756.8,1.38
40,328,873.7,1147.3,1.31
40,346,748.6,939.4,1.25
40,347,746.9,1021.9,1.37
40,350,491.8,1011.6,2.06
40,354,661.0,1151.8,1.74
40,358,506.1,797.9,1.58
40,361,474.5,641.5,1.35
40,362,119.0,123.2,1.04
40,363,531.7,862.7,1.62
40,364,482.3,797.5,1.65
40,366,472.7,758.4,1.60
40,378,475.2,641.5,1.35
40,379,473.4,633.7,1.34
40,380,44.9,51.0,1.14
40,381,885.6,1224.0,1.38
40,382,430.1,873.1,2.03
40,384,448.3,773.3,1.72
40,385,499.5,797.9,1.60
40,389,162.4,338.5,2.08
40,395,761.6,1019.5,1.34
40,420,467.1,758.4,1.62
41,45,875.9,1224.0,1.40
41,46,256.6,348.8,1.36
41,47,424.3,873.1,2.06
41,48,767.4,952.3,1.24
41,50,451.6,773.3,1.71
41,52,561.1,873.5,1.56
41,54,563.8,730.3,1.30
41,56,480.5,652.2,1.36
41,58,165.8,338.5,2.04
41,64,751.9,1019.5,1.36
41,76,670.5,985.7,1.47
41,77,596.5,783.2,1.31
41,78,536.4,758.5,1.41
41,81,220.0,209.9,0.95
41,82,500.1,797.9,1.60
41,86,471.6,615.2,1.30
41,96,27.7,47.5,1.72
41,120,475.3,615.2,1.29
41,121,485.7,744.5,1.53
41,128,241.0,439.0,1.82
41,132,255.8,335.5,1.31
41,134,236.7,355.0,1.50
41,136,261.6,397.5,1.52
41,137,185.1,350.3,1.89
41,139,203.4,209.9,1.03
41,143,542.2,736.0,1.36
41,144,484.3,790.1,1.63
41,148,821.2,1055.4,1.29
41,161,668.3,1089.8,1.63
41,162,761.9,1141.6,1.50
41,167,168.2,413.5,2.46
41,175,167.8,266.1,1.59
41,176,483.1,1028.6,2.13
41,177,569.4,934.4,1.64
41,178,641.1,1014.3,1.58
41,188,783.5,974.3,1.24
41,189,754.2,952.3,1.26
41,192,749.4,916.4,1.22
41,195,466.8,702.3,1.50
41,197,1324.6,1706.0,1.29
41,203,452.3,665.8,1.47
41,204,508.6,821.3,1.61
41,207,811.7,1012.5,1.25
41,208,791.0,1012.5,1.28
41,209,809.2,1056.8,1.31
41,213,340.3,555.1,1.63
41,215,448.9,716.9,1.60
41,216,646.2,883.6,1.37
41,221,721.5,1019.5,1.41
41,224,952.2,1180.1,1.24
41,227,952.7,1269.5,1.33
41,231,907.4,1224.0,1.35
41,232,1268.3,1671.4,1.32
41,235,403.5,592.3,1.47
41,248,488.3,744.5,1.52
41,260,355.6,530.8,1.49
41,262,419.1,817.5,1.95
41,263,359.2,603.0,1.68
41,271,759.1,916.4,1.21
41,273,572.3,730.3,1.28
41,274,688.2,848.0,1.23
41,275,550.8,784.1,1.42
41,276,732.7,1201.6,1.64
41,277,185.6,404.7,2.18
41,278,1102.1,1402.1,1.27
41,279,1029.6,1406.1,1.37
41,280,940.6,1180.1,1.25
41,283,403.0,935.7,2.32
41,284,413.0,873.1,2.11
41,286,467.5,1121.4,2.40
41,288,141.5,251.0,1.77
41,289,150.5,251.0,1.67
41,291,10.7,30.8,2.89
41,293,70.5,79.7,1.13
41,294,148.1,138.8,0.94
41,295,158.2,288.9,1.83
41,299,326.2,579.7,1.78
41,304,225.9,439.0,1.94
41,310,569.2,873.5,1.53
41,312,546.6,756.8,1.38
41,328,877.2,1147.3,1.31
41,346,739.1,939.4,1.27
41,347,737.8,1021.9,1.39
41,350,497.9,1011.6,2.03
41,354,652.4,1151.8,1.77
41,358,508.6,797.9,1.57
41,361,471.8,641.5,1.36
41,362,110.4,123.2,1.12
41,363,533.5,862.7,1.62
41,364,483.9,797.5,1.65
41,366,465.1,758.4,1.63
41,378,472.4,641.5,1.36
41,379,470.5,633.7,1.35
41,380,38.3,51.0,1.33
41,381,875.9,1224.0,1.40
41,382,424.3,873.1,2.06
41,384,451.6,773.3,1.71
41,385,502.2,797.9,1.59
41,389,165.8,338.5,2.04
41,395,751.9,1019.5,1.36
41,420,459.5,758.4,1.65
45,46,630.1,1053.0,1.67
45,47,743.5,847.5,1.14
45,48,262.4,281.9,1.07
45,50,1139.1,1312.6,1.15
45,52,1195.3,1412.8,1.18
45,54,829.2,1118.3,1.35
45,56,613.9,876.1,1.43
45,58,960.9,1442.7,1.50
45,64,124.3,351.1,2.83
45,76,1242.8,1669.5,1.34
45,77,1117.3,1387.2,1.24
45,78,502.4,782.0,1.56
45,81,725.6,1154.1,1.59
45,82,1181.2,1337.2,1.13
45,86,620.0,839.1,1.35
45,96,884.5,1191.4,1.35
45,120,656.5,839.1,1.28
45,121,573.7,768.0,1.34
45,128,1000.8,1406.2,1.41
45,132,868.7,1279.7,1.47
45,134,643.3,869.0,1.35
45,136,652.6,1101.7,1.69
45,137,707.6,1054.5,1.49
45,139,725.3,1154.1,1.59
45,143,342.9,539.2,1.57
45,144,413.7,597.3,1.44
45,145,857.7,1224.0,1.43
45,148,160.3,178.8,1.12
45,161,1296.8,1629.1,1.26
45,162,1369.8,1680.9,1.23
45,167,963.1,1355.8,1.41
45,175,890.7,1208.4,1.36
45,176,1265.7,2073.6,1.64
45,177,1441.0,1979.4,1.37
45,178,1514.6,2059.3,1.36
45,188,206.2,259.9,1.26
45,189,256.8,281.9,1.10
45,192,302.9,328.5,1.08
45,195,760.3,952.0,1.25
45,197,2186.6,2751.0,1.26
45,203,684.7,895.3,1.31
45,204,819.6,1209.3,1.48
45,207,213.7,298.1,1.39
45,208,220.9,298.1,1.35
45,209,185.6,221.0,1.19
45,213,959.3,1499.3,1.56
45,215,1082.3,1256.2,1.16
45,216,245.1,340.4,1.39
45,221,154.6,351.1,2.27
45,224,1548.9,1863.9,1.20
45,227,78.4,45.5,0.58
45,232,2121.1,2716.4,1.28
45,235,912.6,1139.3,1.25
45,248,543.8,768.0,1.41
45,260,629.7,842.7,1.34
45,262,926.7,1079.8,1.17
45,263,615.3,788.6,1.28
45,271,284.5,328.5,1.15
45,273,828.7,1118.3,1.35
45,274,828.4,1236.0,1.49
45,275,686.8,1013.6,1.48
45,276,477.8,613.7,1.28
45,277,907.1,1348.9,1.49
45,278,1738.5,2085.9,1.20
45,279,1636.5,2089.9,1.28
45,280,1543.7,1863.9,1.21
45,283,865.7,1157.4,1.34
45,284,756.3,847.5,1.12
45,286,571.8,702.8,1.23
45,288,906.5,1277.9,1.41
45,289,916.8,1277.9,1.39
45,291,870.2,1208.1,1.39
45,293,943.5,1301.9,1.38
45,294,985.4,1361.0,1.38
45,295,990.6,1492.3,1.51
45,299,1069.2,1335.0,1.25
45,304,982.8,1406.2,1.43
45,310,1193.8,1412.8,1.18
45,312,961.7,1187.3,1.23
45,328,1413.0,1831.1,1.30
45,346,243.4,294.8,1.21
45,347,364.7,434.0,1.19
45,350,1272.2,2056.6,1.62
45,354,482.9,563.9,1.17
45,358,1148.3,1337.2,1.16
45,361,841.7,1029.5,1.22
45,362,785.5,1101.9,1.40
45,363,1138.7,1402.0,1.23
45,364,1100.0,1336.8,1.22
45,366,560.5,781.9,1.40
45,378,838.2,1029.5,1.23
45,379,832.6,1020.6,1.23
45,380,851.1,1187.9,1.40
45,382,743.5,847.5,1.14
45,384,1139.1,1312.6,1.15
45,385,1155.1,1337.2,1.16
45,389,960.9,1442.7,1.50
45,395,124.3,351.1,2.83
45,420,562.9,781.9,1.39
46,47,298.3,702.1,2.35
46,48,511.3,781.3,1.53
46,50,558.0,923.6,1.66
46,52,643.3,1023.8,1.59
46,54,578.8,821.0,1.42
46,56,400.7,584.4,1.46
46,58,333.7,567.5,1.70
46,64,507.8,848.5,1.67
46,76,829.8,1218.4,1.47
46,77,728.7,1015.9,1.39
46,78,400.3,655.7,1.64
46,81,118.2,278.9,2.36
46,82,606.0,948.2,1.56
46,86,395.2,547.4,1.39
46,96,271.9,316.2,1.16
46,120,419.1,547.4,1.31
46,121,383.5,641.7,1.67
46,128,383.1,531.0,1.39
46,132,278.8,404.5,1.45
46,134,29.0,184.0,6.34
46,136,57.0,138.7,2.43
46,137,77.5,91.5,1.18
46,139,107.2,278.9,2.60
46,143,289.8,565.0,1.95
46,144,228.2,619.1,2.71
46,145,232.5,348.8,1.50
46,148,565.5,884.4,1.56
46,161,754.4,1240.1,1.64
46,162,842.3,1291.9,1.53
46,167,387.8,646.2,1.67
46,175,338.0,498.8,1.48
46,176,654.1,1375.6,2.10
46,177,811.7,1281.4,1.58
46,178,885.9,1361.3,1.54
46,188,527.0,803.3,1.52
46,189,497.9,781.3,1.57
46,192,494.7,745.4,1.51
46,195,467.4,654.7,1.40
46,197,1581.1,2053.0,1.30
46,203,413.5,598.0,1.45
46,204,531.0,912.0,1.72
46,207,555.1,841.5,1.52
46,208,534.5,841.5,1.57
46,209,552.9,885.8,1.60
46,213,387.2,624.1,1.61
46,215,520.5,867.2,1.67
46,216,393.2,712.6,1.81
46,221,477.5,848.5,1.78
46,224,1133.7,1412.8,1.25
46,227,708.0,1098.5,1.55
46,231,659.0,1053.0,1.60
46,232,1524.5,2018.4,1.32
46,235,500.8,806.4,1.61
46,248,369.4,641.7,1.74
46,260,278.7,427.8,1.54
46,262,407.1,690.8,1.70
46,263,149.5,432.0,2.89
46,271,503.6,745.4,1.48
46,273,585.2,821.0,1.40
46,274,676.7,938.7,1.39
46,275,502.8,716.3,1.42
46,276,497.3,1030.6,2.07
46,277,288.5,473.7,1.64
46,278,1300.7,1634.8,1.26
46,279,1216.8,1638.8,1.35
46,280,1123.9,1412.8,1.26
46,283,358.5,768.4,2.14
46,284,296.8,702.1,2.37
46,286,250.2,950.4,3.80
46,288,336.3,483.7,1.44
46,289,348.2,483.7,1.39
46,291,253.4,332.9,1.31
46,293,327.0,426.7,1.30
46,294,390.6,485.8,1.24
46,295,360.8,617.1,1.71
46,299,461.6,907.9,1.97
46,304,364.4,531.0,1.46
46,310,646.5,1023.8,1.58
46,312,625.9,887.6,1.42
46,328,1034.5,1380.0,1.33
46,346,482.5,768.4,1.59
46,347,487.4,850.9,1.75
46,350,663.7,1358.6,2.05
46,354,418.0,980.8,2.35
46,358,589.8,948.2,1.61
46,361,513.5,732.2,1.43
46,362,156.2,226.7,1.45
46,363,596.6,1013.0,1.70
46,364,548.6,947.8,1.73
46,366,353.4,655.6,1.86
46,378,512.2,732.2,1.43
