fromId,toId,distanceMeters,speedKph,undirected,highway
404,859,86.4,30,1,residential
859,860,10.4,30,1,residential
860,861,15.7,30,1,residential
861,862,37.0,30,1,residential
862,863,25.8,30,1,residential
863,864,25.3,30,1,residential
864,865,31.1,30,1,residential
865,866,24.0,30,1,residential
866,867,17.6,30,1,residential
867,868,21.2,30,1,residential
868,869,23.9,30,1,residential
869,870,22.1,30,1,residential
870,288,21.1,30,1,residential
288,871,89.2,30,1,residential
871,849,35.0,30,1,residential
127,872,23.7,40,1,tertiary
872,766,12.1,40,1,tertiary
873,874,6.6,20,1,service
874,875,4.3,20,1,service
875,876,4.1,20,1,service
876,877,2.8,20,1,service
877,878,4.2,20,1,service
878,879,5.1,20,1,service
879,880,4.7,20,1,service
880,881,3.9,20,1,service
882,883,9.4,20,1,service
883,884,9.6,20,1,service
884,885,12.4,20,1,service
886,887,48.6,20,1,service
887,888,21.5,20,1,service
888,889,15.1,20,1,service
889,890,11.0,20,1,service
890,891,54.5,20,1,service
891,892,14.3,20,1,service
892,893,12.2,20,1,service
893,894,32.7,20,1,service
894,895,30.2,20,1,service
631,896,20.8,20,1,service
896,897,15.3,20,1,service
898,899,9.2,20,1,service
899,626,30.0,20,1,service
626,900,35.9,20,1,service
901,614,41.2,20,1,service
902,903,14.2,20,1,service
903,612,37.5,20,1,service
904,616,53.3,20,1,service
905,906,9.7,20,1,service
906,617,33.6,20,1,service
623,907,36.3,20,1,service
78,908,7.1,40,1,tertiary
908,909,7.1,40,1,tertiary
909,730,7.3,40,1,tertiary
730,910,10.6,40,1,tertiary
910,86,9.6,40,1,tertiary
86,911,14.4,40,1,tertiary
911,912,13.3,40,1,tertiary
912,65,13.6,40,1,tertiary
913,914,13.9,20,1,service
914,915,12.8,20,1,service
915,916,30.6,20,1,service
916,917,31.5,20,1,service
917,918,14.6,20,1,service
918,18,42.8,20,1,service
317,919,43.9,20,1,service
919,920,45.0,20,1,service
921,922,9.5,20,1,service
922,319,31.0,20,1,service
825,923,41.3,5,1,footway
923,924,9.2,5,1,footway
924,925,9.6,5,1,footway
925,926,7.0,5,1,footway
926,927,6.6,5,1,footway
927,928,6.8,5,1,footway
928,929,151.4,5,1,footway
930,858,42.0,5,1,footway
929,930,7.3,5,1,footway
278,931,42.5,5,1,footway
931,932,85.3,5,1,footway
923,933,8.9,5,1,footway
933,934,6.8,5,1,footway
934,932,5.8,5,1,footway
932,935,5.0,5,1,footway
935,936,7.8,5,1,footway
936,928,4.8,5,1,footway
826,825,17.0,5,1,footway
937,395,206.9,5,1,footway
938,939,5.8,5,1,footway
939,937,5.3,5,1,footway
937,940,7.4,5,1,footway
940,941,6.0,5,1,footway
113,942,11.1,5,1,footway
942,943,6.4,5,1,footway
943,944,13.3,5,1,footway
944,945,13.4,5,1,footway
945,115,15.7,5,1,footway
277,941,138.5,5,1,footway
941,946,5.0,5,1,footway
946,947,7.0,5,1,footway
947,948,5.8,5,1,footway
948,938,5.1,5,1,footway
949,950,10.6,30,1,residential
950,951,6.7,30,1,residential
951,952,6.1,30,1,residential
952,953,5.3,30,1,residential
953,231,35.5,30,1,residential
954,955,1.9,30,1,residential
955,956,1.9,30,1,residential
956,957,1.9,30,1,residential
957,958,1.9,30,1,residential
958,959,1.9,30,1,residential
959,960,1.9,30,1,residential
960,961,1.9,30,1,residential
961,949,1.9,30,1,residential
949,962,1.9,30,1,residential
962,963,1.9,30,1,residential
963,964,1.9,30,1,residential
964,965,1.9,30,1,residential
965,966,3.7,30,1,residential
966,967,1.9,30,1,residential
967,954,1.9,30,1,residential
968,969,15.3,30,1,residential
969,970,2.6,30,1,residential
970,971,3.1,30,1,residential
971,972,3.8,30,1,residential
972,229,39.0,30,1,residential
973,974,31.0,5,1,path
974,975,4.7,5,1,path
975,976,4.7,5,1,path
976,977,3.0,5,1,path
405,978,31.1,5,1,footway
978,979,70.4,5,1,footway
979,980,32.8,5,1,footway
980,981,10.4,5,1,footway
981,861,28.4,5,1,footway
982,983,13.1,5,1,footway
983,984,67.2,5,1,footway
984,985,57.1,5,1,footway
985,986,24.4,20,1,service
986,220,16.7,20,1,service
868,987,95.9,5,1,footway
987,220,32.1,5,1,footway
988,989,48.4,20,1,service
990,991,12.5,20,1,service
991,992,67.2,20,1,service
988,993,2.9,20,1,service
993,994,2.9,20,1,service
994,995,2.9,20,1,service
995,996,2.9,20,1,service
996,997,2.9,20,1,service
997,998,2.9,20,1,service
998,999,2.9,20,1,service
999,990,2.9,20,1,service
990,1000,2.9,20,1,service
1000,1001,2.9,20,1,service
1001,1002,2.9,20,1,service
1002,1003,2.9,20,1,service
1003,1004,2.9,20,1,service
1004,1005,2.9,20,1,service
1005,1006,2.9,20,1,service
1006,1007,2.9,20,1,service
1007,1008,2.9,20,1,service
1008,988,2.9,20,1,service
108,997,76.2,20,1,service
274,1009,4.6,5,1,footway
1010,1011,71.3,5,1,footway
1011,804,65.4,5,1,footway
804,1012,35.4,5,1,footway
1012,1013,39.0,5,1,footway
1013,1014,35.7,5,1,footway
1014,298,26.3,5,1,footway
298,1015,60.3,5,1,footway
1015,765,11.6,5,1,footway
765,1016,12.1,5,1,footway
1016,1017,5.3,5,1,footway
1017,1018,3.5,5,1,footway
1018,1019,6.3,5,1,footway
1019,1020,7.3,5,1,footway
1020,755,9.4,5,1,footway
755,1021,9.9,5,1,footway
1021,306,59.9,5,1,footway
306,1022,61.4,5,1,footway
1022,1023,67.6,5,1,footway
1023,1024,9.2,5,1,footway
1024,1025,28.2,5,1,footway
1025,166,108.9,5,1,footway
166,132,139.2,5,1,footway
132,1026,105.9,5,1,footway
1026,581,17.7,5,1,footway
1027,1019,8.1,5,1,footway
1028,1017,7.8,5,1,footway
764,1028,15.8,5,1,footway
1028,1027,10.0,5,1,footway
1027,757,16.4,5,1,footway
307,1029,24.0,5,1,footway
308,1030,20.9,20,1,service
1030,1031,2.6,20,1,service
1031,1032,2.0,20,1,service
1032,1029,13.9,20,1,service
1033,831,40.6,5,1,path
1034,1035,47.2,30,1,residential
1035,1036,10.1,30,1,residential
1036,1037,23.4,30,1,residential
1037,1038,9.2,30,1,residential
1038,1039,22.0,30,1,residential
1039,1040,31.7,30,1,residential
1041,1042,14.1,30,1,residential
1042,1043,19.5,30,1,residential
1043,1044,17.4,30,1,residential
1009,1045,10.0,5,1,footway
1045,1046,21.4,5,1,footway
505,1047,7.3,20,1,service
1047,1048,4.9,20,1,service
1048,1049,6.5,20,1,service
1049,1050,34.1,20,1,service
1050,1051,10.4,20,1,service
1051,1052,8.9,20,1,service
1053,1054,11.2,20,1,service
1054,1055,11.5,20,1,service
1055,1056,21.2,20,1,service
1056,1057,17.5,20,1,service
1057,1058,12.9,20,1,service
1058,1059,11.1,20,1,service
1059,1060,22.5,20,1,service
1060,1061,22.9,20,1,service
1061,1062,23.5,20,1,service
1062,1063,31.5,20,1,service
1063,1064,22.9,20,1,service
1064,1065,15.2,20,1,service
1065,1066,35.3,20,1,service
1066,1067,46.8,20,1,service
1067,698,48.2,20,1,service
698,1068,13.8,20,1,service
1068,1069,19.2,20,1,service
1069,1070,42.8,20,1,service
1070,1071,39.6,20,1,service
1071,1072,15.5,20,1,service
1072,1073,22.8,20,1,service
1073,1074,22.9,20,1,service
1074,1075,28.2,20,1,service
1075,423,26.5,20,1,service
290,1076,40.4,20,1,service
1076,1077,0.7,20,1,service
1077,1078,1.2,20,1,service
1078,1079,15.0,20,1,service
1079,1080,1.2,20,1,service
1080,1081,1.0,20,1,service
1081,289,40.4,20,1,service
292,1082,14.0,20,1,service
293,1083,10.6,20,1,service
1083,1084,2.0,20,1,service
1084,1085,1.9,20,1,service
1085,1082,18.7,20,1,service
1082,1086,45.6,20,1,service
1087,1088,1.2,20,1,service
1088,1089,21.4,20,1,service
1089,1090,0.8,20,1,service
1090,1091,1.0,20,1,service
1091,1092,10.8,20,1,service
291,1086,15.9,20,1,service
1086,1092,19.1,20,1,service
1092,1093,23.1,20,1,service
1093,1094,1.1,20,1,service
1094,1095,1.4,20,1,service
1095,1096,8.4,20,1,service
1096,1087,1.0,20,1,service
1097,1098,47.8,20,1,service
1098,1099,1.1,20,1,service
1099,1100,1.4,20,1,service
1100,1101,24.3,20,1,service
1101,1102,1.5,20,1,service
1102,1103,1.0,20,1,service
1103,1104,47.4,20,1,service
919,1104,19.5,20,1,service
1104,1097,27.0,20,1,service
1105,1106,48.1,20,1,service
1106,1107,2.5,20,1,service
1107,1108,1.8,20,1,service
1108,333,6.7,20,1,service
280,1109,14.5,20,1,service
1109,1110,3.5,20,1,service
1110,1111,12.8,20,1,service
1111,1112,2.1,20,1,service
1112,1113,1.8,20,1,service
1113,337,30.8,20,1,service
835,1114,16.1,5,1,path
1114,1115,28.0,5,1,path
1115,1116,24.2,5,1,path
1116,1117,10.7,5,1,path
1117,1118,25.2,5,1,path
1118,1119,26.1,5,1,path
1119,1120,6.9,5,1,path
1120,1121,56.8,5,1,path
1121,1122,17.3,5,1,path
1122,1123,12.5,5,1,path
1123,1124,14.4,5,1,path
1124,1125,17.2,5,1,path
1125,1126,36.2,5,1,path
1126,1127,17.4,5,1,path
1127,1128,33.8,5,1,path
230,1129,18.3,5,1,path
1129,1130,24.8,5,1,path
1130,1131,30.6,5,1,path
1132,1133,12.5,20,1,service
1133,1134,1.0,20,1,service
1134,1135,0.9,20,1,service
1135,1136,14.7,20,1,service
1137,1138,41.9,5,1,footway
1138,1139,15.1,5,1,footway
1139,1140,17.7,5,1,footway
1140,761,22.0,5,1,footway
1141,1142,12.4,20,1,service
1143,1144,16.3,20,1,service
1144,1142,3.1,20,1,service
1142,339,16.9,20,1,service
281,1143,25.0,20,1,service
1143,1145,11.3,20,1,service
1145,1146,0.7,20,1,service
1146,1147,0.8,20,1,service
1147,1141,17.9,20,1,service
1141,338,17.3,20,1,service
1148,1149,3.1,20,1,service
1149,1150,3.1,20,1,service
1150,1151,3.1,20,1,service
1151,1152,3.1,20,1,service
1152,1153,3.1,20,1,service
1153,1154,3.1,20,1,service
1154,1155,3.1,20,1,service
1155,1156,3.1,20,1,service
1156,992,3.1,20,1,service
992,1157,3.1,20,1,service
1157,1158,3.1,20,1,service
1158,1159,3.1,20,1,service
1159,1160,3.1,20,1,service
1160,1161,3.1,20,1,service
1161,1162,3.1,20,1,service
1162,1163,3.1,20,1,service
1163,1164,3.1,20,1,service
1164,1148,3.1,20,1,service
93,1165,31.5,20,1,service
1165,1166,34.9,20,1,service
1166,1167,80.2,20,1,service
833,1168,14.6,20,1,service
1168,1169,13.1,20,1,service
1169,1170,29.5,20,1,service
1170,1171,33.1,20,1,service
1171,1172,26.8,20,1,service
1172,1173,18.0,20,1,service
1173,1174,33.3,20,1,service
1174,1175,43.2,20,1,service
1175,1176,12.3,20,1,service
1176,1177,12.7,20,1,service
1177,1178,55.8,20,1,service
1178,1179,17.8,20,1,service
1179,1180,40.6,20,1,service
1180,1181,33.4,20,1,service
1182,973,28.4,5,1,path
1183,1184,22.3,5,1,path
1184,1185,14.5,5,1,path
1185,1186,13.2,5,1,path
1186,1131,7.2,5,1,path
1131,1187,8.4,5,1,path
1187,1188,23.9,5,1,path
1188,1189,28.2,5,1,path
1189,1190,25.3,5,1,path
1190,1191,39.1,5,1,path
1191,1192,16.8,5,1,path
1192,1193,26.0,5,1,path
1193,1194,9.8,5,1,path
1194,1195,10.7,5,1,path
1195,1196,6.7,5,1,path
1196,1197,14.9,5,1,path
1197,1198,5.2,5,1,path
1198,1199,8.8,5,1,path
1199,1200,6.8,5,1,path
1200,1201,15.3,5,1,path
1183,1202,70.1,5,1,path
1202,1203,21.1,5,1,path
1203,1204,21.6,5,1,path
1204,1205,22.0,5,1,path
1205,1206,8.0,5,1,path
1206,1182,12.6,5,1,path
1207,1136,23.3,20,1,service
1136,187,30.4,20,1,service
194,1208,7.8,20,1,service
1208,1209,1.1,20,1,service
1209,1210,4.7,20,1,service
1210,1211,2.3,20,1,service
1211,1212,3.3,20,1,service
1212,1213,2.0,20,1,service
1213,1214,6.7,20,1,service
1214,1215,1.3,20,1,service
1215,1216,1.2,20,1,service
1216,1217,16.9,20,1,service
1217,1218,1.8,20,1,service
1218,1132,1.5,20,1,service
196,1219,5.9,20,1,service
1219,226,17.4,20,1,service
225,1220,16.6,20,1,service
1220,198,4.7,20,1,service
198,1221,25.2,20,1,service
1221,1207,23.4,20,1,service
1222,1207,46.0,20,1,service
1223,1224,1.9,30,1,residential
1224,1225,1.9,30,1,residential
1225,1226,1.9,30,1,residential
1226,1227,1.9,30,1,residential
1227,1228,1.9,30,1,residential
1228,968,1.9,30,1,residential
968,1229,1.9,30,1,residential
1229,1230,1.9,30,1,residential
1230,1231,1.9,30,1,residential
1231,1232,1.9,30,1,residential
1232,1233,1.9,30,1,residential
1233,1223,1.9,30,1,residential
403,1234,20.2,30,1,residential
1234,1235,25.9,30,1,residential
1235,275,15.4,30,1,residential
275,784,18.6,30,1,residential
784,1010,4.5,30,1,residential
1010,1236,17.1,30,1,residential
1236,1237,44.9,30,1,residential
33,886,39.9,30,1,residential
886,403,45.2,30,1,residential
62,1238,12.4,30,1,residential
1238,1239,9.4,30,1,residential
1239,1240,10.0,30,1,residential
1240,1241,21.1,30,1,residential
1241,1242,26.3,30,1,residential
1242,1243,27.3,30,1,residential
1243,1244,27.7,30,1,residential
1244,1245,53.0,30,1,residential
1245,1246,15.1,30,1,residential
1246,1247,72.2,30,1,residential
1247,1248,12.0,30,1,residential
1248,1249,67.2,30,1,residential
1249,1250,4.8,30,1,residential
1250,1251,14.7,30,1,residential
1251,1252,70.8,30,1,residential
1252,1253,3.6,30,1,residential
1253,1254,63.4,30,1,residential
1254,882,82.6,30,1,residential
882,1255,18.5,30,1,residential
1255,873,74.9,30,1,residential
873,1256,10.1,30,1,residential
1256,1257,24.2,30,1,residential
1257,1258,16.4,30,1,residential
1258,1259,10.0,30,1,residential
1259,1260,10.2,30,1,residential
1260,1261,10.9,30,1,residential
1261,1262,10.8,30,1,residential
1262,1263,11.8,30,1,residential
1263,1264,5.2,30,1,residential
1264,1265,8.0,30,1,residential
1265,34,34.4,30,1,residential
772,1266,73.0,30,1,residential
1266,1267,21.0,30,1,residential
1267,1268,10.6,30,1,residential
1268,1269,17.6,30,1,residential
1269,1040,109.8,30,1,residential
1040,1041,14.3,30,1,residential
1041,1270,17.9,30,1,residential
1270,1271,15.3,30,1,residential
1271,1272,12.8,30,1,residential
1272,1273,13.4,30,1,residential
1273,1274,17.9,30,1,residential
1274,1275,19.3,30,1,residential
1275,34,18.2,30,1,residential
738,1024,3.2,30,1,residential
1024,1276,94.9,30,1,residential
1276,1277,45.6,30,1,residential
1277,1278,51.9,30,1,residential
1278,1279,85.1,30,1,residential
1280,169,131.4,20,1,service
103,1281,26.9,20,1,unclassified
1281,1282,26.6,20,1,unclassified
1282,1283,11.5,20,1,unclassified
1283,1284,3.2,20,1,unclassified
1284,1285,17.5,20,1,unclassified
1285,1286,48.8,20,1,unclassified
1286,1287,4.4,20,1,unclassified
1287,1288,3.9,20,1,unclassified
1288,1289,4.5,20,1,unclassified
1289,1290,16.5,20,1,unclassified
1290,1053,46.3,20,1,unclassified
1053,1291,114.8,20,1,unclassified
1291,1292,37.9,20,1,unclassified
1292,1293,45.7,20,1,unclassified
1293,1294,16.5,20,1,unclassified
1294,80,75.4,20,1,unclassified
80,1295,6.0,30,1,residential
1295,691,101.5,30,1,residential
417,1296,176.5,20,1,service
170,1297,23.3,5,1,path
1297,1298,10.5,5,1,path
1298,1299,133.1,5,1,path
1299,1300,127.9,5,1,path
1300,1301,8.5,5,1,path
1301,76,41.7,5,1,path
362,1302,14.8,30,1,residential
1302,1303,30.6,30,1,residential
1303,1304,26.3,30,1,residential
1304,485,8.6,30,1,residential
680,1305,57.4,30,1,residential
1305,1306,2.6,30,1,residential
1306,1307,2.9,30,1,residential
1307,1308,4.8,30,1,residential
1269,1309,64.3,30,1,residential
1309,1310,25.0,30,1,residential
1310,1311,76.4,30,1,residential
1311,1312,20.0,30,1,residential
1312,1313,19.5,30,1,residential
1313,548,9.6,30,1,residential
548,1314,13.6,20,1,service
1314,1315,20.7,20,1,service
1315,1316,18.3,20,1,service
1316,1317,9.9,20,1,service
1317,1318,11.8,20,1,service
1319,1320,17.3,20,1,service
1320,1321,10.1,20,1,service
1321,1322,11.1,20,1,service
1322,1323,15.8,20,1,service
1323,1310,17.1,20,1,service
1324,1325,7.5,20,1,service
1325,1326,10.1,20,1,service
1326,47,18.7,20,1,service
1327,1328,18.1,30,1,residential
1328,1329,3.5,30,1,residential
1329,1330,3.9,30,1,residential
1330,1331,23.3,30,1,residential
1331,865,21.5,30,1,residential
760,1332,26.4,5,1,path
1332,1333,12.4,5,1,path
1333,1334,26.1,5,1,path
1334,1335,32.5,5,1,path
1335,1336,28.7,5,1,path
1336,1337,16.9,5,1,path
1337,449,24.0,5,1,path
692,1338,29.8,5,1,footway
1338,1339,18.5,5,1,footway
1339,1340,24.0,5,1,footway
1340,1341,5.1,5,1,footway
1341,1342,14.8,5,1,footway
1342,1343,28.4,5,1,footway
1343,1344,16.2,5,1,footway
692,1345,42.6,5,1,footway
1345,1346,33.1,5,1,footway
1346,1347,13.6,5,1,footway
1347,1348,42.5,5,1,footway
1348,1349,29.8,5,1,footway
1349,1350,12.7,5,1,footway
1283,1351,14.8,20,1,service
1351,1352,30.1,20,1,service
210,1353,37.8,5,1,footway
1353,1354,16.3,5,1,footway
1354,1355,23.7,5,1,footway
1355,1356,24.4,5,1,footway
1356,922,13.3,5,1,footway
922,1357,16.3,5,1,footway
1357,1358,19.8,5,1,footway
1358,1359,41.5,5,1,footway
1359,1360,18.7,5,1,footway
1360,1361,13.7,5,1,footway
1361,1362,11.9,5,1,footway
1362,1363,11.9,5,1,footway
1363,1364,13.3,5,1,footway
1364,1365,10.0,5,1,footway
1365,281,10.1,5,1,footway
1294,1366,76.4,20,1,service
952,1367,12.8,5,1,path
1367,1368,26.6,5,1,path
1368,1369,21.2,5,1,path
1369,1370,22.9,5,1,path
1370,1371,23.7,5,1,path
1371,981,27.6,5,1,path
859,980,30.0,20,1,service
980,1372,53.8,20,1,service
860,1373,62.0,5,1,path
1373,1374,42.7,5,1,path
1374,1375,40.9,5,1,path
1375,868,54.6,5,1,path
48,1376,38.4,20,1,service
1376,1377,12.7,20,1,service
114,1378,13.6,20,1,service
1378,1379,9.7,20,1,service
1379,1380,9.4,20,1,service
1380,1381,7.5,20,1,service
204,1382,11.6,5,1,footway
1382,1383,14.2,5,1,footway
1383,1384,9.9,5,1,footway
1384,1385,10.5,5,1,footway
1385,1386,14.5,5,1,footway
1386,1387,10.6,5,1,footway
1387,1388,21.9,5,1,footway
1388,1389,11.8,5,1,footway
1389,1390,5.5,5,1,footway
1390,1391,9.3,5,1,footway
1391,329,15.1,5,1,footway
658,1392,10.5,20,1,service
1392,1393,12.8,20,1,service
1393,1394,9.5,20,1,service
634,1395,14.3,20,1,service
1395,1396,19.8,20,1,service
1396,1397,5.3,20,1,service
1397,1398,8.3,20,1,service
667,1399,7.5,20,1,service
1399,1400,17.5,20,1,service
1400,1401,17.5,20,1,service
1401,1402,5.4,20,1,service
1071,1403,14.3,5,1,path
1403,1404,17.7,5,1,path
1404,1405,13.3,5,1,path
1405,1406,15.3,5,1,path
1406,1407,14.3,5,1,path
1407,694,15.7,5,1,path
47,1408,5.5,20,1,service
1408,1409,3.6,20,1,service
1409,1410,3.8,20,1,service
1410,1411,5.1,20,1,service
1411,1412,2.9,20,1,service
1412,1413,4.9,20,1,service
1413,1414,2.9,20,1,service
46,1415,3.9,20,1,service
1415,1416,3.6,20,1,service
1416,1417,5.3,20,1,service
1417,1418,5.7,20,1,service
1418,1419,5.9,20,1,service
1419,1420,3.9,20,1,service
44,1421,5.1,20,1,service
1421,1422,3.1,20,1,service
1422,1423,6.2,20,1,service
1423,1424,4.3,20,1,service
1424,1425,5.1,20,1,service
1425,1426,5.1,20,1,service
381,1427,10.8,20,1,service
1427,1428,14.8,20,1,service
1428,1429,7.7,20,1,service
1429,1430,11.5,20,1,service
1430,1431,4.3,20,1,service
369,1432,7.7,20,1,service
1432,1433,12.5,20,1,service
1433,1434,5.8,20,1,service
1434,1435,7.2,20,1,service
371,1436,15.2,20,1,service
1436,1437,8.6,20,1,service
1437,1438,14.0,20,1,service
384,1439,10.2,30,1,residential
1439,1440,12.1,30,1,residential
1440,1441,9.0,30,1,residential
1441,1442,8.9,30,1,residential
1442,1443,12.5,30,1,residential
35,1444,6.3,20,1,service
1444,1445,8.9,20,1,service
1445,1446,14.1,20,1,service
1446,1447,9.3,20,1,service
1264,1448,8.1,20,1,service
1448,1449,7.5,20,1,service
1449,1450,6.3,20,1,service
1450,1451,9.8,20,1,service
1274,1452,10.1,20,1,service
1452,1453,5.4,20,1,service
1453,1454,7.7,20,1,service
1454,1455,7.4,20,1,service
1304,1456,12.6,20,1,service
1456,1457,10.0,20,1,service
488,1458,11.0,20,1,service
1458,1459,6.4,20,1,service
1459,1460,8.4,20,1,service
492,1461,16.0,20,1,service
1461,1462,9.4,20,1,service
1462,1463,7.5,20,1,service
443,1464,21.2,20,1,service
1464,1465,11.1,20,1,service
1465,1466,4.0,20,1,service
1466,1467,3.5,20,1,service
1467,1468,17.5,20,1,service
1468,1469,47.5,20,1,service
1469,1470,5.9,20,1,service
1470,1471,7.9,20,1,service
1471,1472,7.2,20,1,service
1472,1473,3.4,20,1,service
1473,1474,3.4,20,1,service
1474,1475,7.9,20,1,service
1475,442,17.3,20,1,service
447,1476,29.2,5,1,path
1476,1477,27.9,5,1,path
1477,1478,10.9,5,1,path
1478,1479,12.0,5,1,path
1479,1480,4.9,5,1,path
1480,1481,18.3,5,1,path
1481,1482,24.9,5,1,path
572,1483,16.7,5,1,path
1483,1484,13.0,5,1,path
1484,1485,18.6,5,1,path
1485,1486,23.1,5,1,path
1486,1487,5.3,5,1,path
781,1488,15.9,5,1,path
1488,1489,16.0,5,1,path
1489,1490,8.5,5,1,path
1490,1491,11.5,5,1,path
1311,1492,15.0,20,1,service
1492,1493,16.2,20,1,service
1493,1494,12.6,20,1,service
1494,1495,14.1,20,1,service
1495,1496,17.0,20,1,service
516,1497,16.5,5,1,path
1497,1498,17.6,5,1,path
1498,1499,7.8,5,1,path
515,1500,11.6,5,1,path
1500,1501,21.2,5,1,path
1501,1502,9.3,5,1,path
1503,1504,14.4,20,1,service
1504,1505,10.2,20,1,service
1505,524,7.1,20,1,service
1506,1507,17.0,20,1,service
1507,1508,14.6,20,1,service
1508,491,15.7,20,1,service
1509,1510,9.6,20,1,service
1510,1511,11.9,20,1,service
1511,484,26.7,20,1,service
1512,1513,11.5,20,1,service
1513,1514,18.3,20,1,service
1514,361,8.5,20,1,service
732,1515,18.5,5,1,path
1515,1516,23.9,5,1,path
1516,1517,17.0,5,1,path
1517,1518,37.4,5,1,path
1518,1519,12.5,5,1,path
1519,1294,19.2,5,1,path
1520,1521,24.7,20,1,service
1521,654,23.6,20,1,service
1522,1523,8.4,20,1,service
1523,1524,20.8,20,1,service
1524,655,24.2,20,1,service
1525,1526,22.7,20,1,service
1526,1527,15.0,20,1,service
1527,1528,15.2,20,1,service
1528,652,23.2,20,1,service
601,1529,7.5,20,1,service
1529,1530,9.1,20,1,service
1531,1532,11.3,20,1,service
1532,1533,9.5,20,1,service
1533,1534,10.7,20,1,service
1534,1535,10.1,20,1,service
1535,1536,14.9,20,1,service
1536,1537,18.4,20,1,service
1537,1538,13.7,20,1,service
1538,602,13.9,20,1,service
1539,1540,8.1,20,1,service
1540,1541,30.2,20,1,service
1541,1250,9.4,20,1,service
1542,1543,11.2,20,1,service
1543,1544,8.5,20,1,service
1544,1545,11.5,20,1,service
1545,1247,20.0,20,1,service
1546,1547,5.6,20,1,service
1547,1252,39.7,20,1,service
1548,1549,7.3,20,1,service
1549,1245,37.3,20,1,service
1550,1551,12.5,20,1,service
1551,1552,10.5,20,1,service
1552,1255,14.6,20,1,service
1553,1554,13.2,20,1,service
1554,1555,11.0,20,1,service
1555,527,23.5,20,1,service
1556,1557,13.7,20,1,service
1557,1558,32.6,20,1,service
1558,519,17.7,20,1,service
1559,531,21.6,20,1,service
1560,1561,9.2,20,1,service
1561,1562,22.6,20,1,service
1562,573,17.0,20,1,service
462,1563,8.6,30,1,residential
1563,1564,11.8,30,1,residential
1564,1565,14.5,30,1,residential
1565,1566,23.6,30,1,residential
1566,1567,45.4,30,1,residential
1564,1568,8.1,20,1,service
1568,1569,9.6,20,1,service
1569,1570,6.6,20,1,service
1570,1571,4.4,20,1,service
1571,1572,9.3,20,1,service
1572,1573,11.9,20,1,service
1573,464,11.6,20,1,service
1571,1574,5.9,5,1,footway
1574,1575,8.3,5,1,footway
1575,1576,14.3,5,1,footway
1576,1577,16.5,5,1,footway
1577,1578,11.7,5,1,footway
1578,1579,5.5,5,1,footway
1579,1580,2.8,5,1,footway
1580,1581,7.2,5,1,footway
1581,1582,7.3,5,1,footway
1582,1583,6.0,5,1,footway
1583,1584,3.9,5,1,footway
1584,1585,4.0,5,1,footway
461,1586,21.4,20,1,service
1586,1587,24.9,20,1,service
472,1588,7.3,20,1,service
1588,1589,4.6,20,1,service
887,1590,28.1,20,1,service
1590,1591,4.5,20,1,service
1165,1592,13.8,5,1,footway
1592,1593,14.3,5,1,footway
1593,1594,12.1,5,1,footway
1594,1595,12.8,5,1,footway
1595,1596,17.1,5,1,footway
1596,977,5.4,5,1,footway
977,1597,5.6,30,1,residential
1597,1598,7.2,30,1,residential
1598,1599,6.1,30,1,residential
1599,1600,9.5,30,1,residential
234,1601,6.8,30,1,residential
1601,1602,6.8,30,1,residential
1602,1603,6.0,30,1,residential
1284,1604,67.5,20,1,service
1604,1605,65.2,20,1,service
1605,1286,73.2,20,1,service
1606,1607,5.7,20,1,service
1607,1608,17.8,20,1,service
1608,1254,13.5,20,1,service
1043,1609,21.5,20,1,service
1609,1610,6.0,20,1,service
1610,1042,24.8,20,1,service
1611,1612,38.5,20,1,service
1612,1161,28.1,20,1,service
1613,523,62.4,20,1,service
101,1614,28.7,20,1,service
1614,1615,8.5,20,1,service
1615,1616,21.9,20,1,service
1616,1617,16.7,20,1,service
1618,1619,48.3,20,1,service
1618,1620,35.4,5,1,footway
1620,1621,29.0,5,1,footway
1621,1054,7.7,5,1,footway
1350,1622,47.8,20,1,service
1622,1618,21.5,20,1,service
1291,1623,16.5,20,1,service
1623,1619,15.2,20,1,service
1619,1350,22.8,20,1,service
1624,1625,31.4,20,1,service
1626,1624,10.6,20,1,service
1282,1626,65.9,20,1,service
1626,1604,14.7,20,1,service
1627,1482,9.3,20,1,service
1482,1628,19.2,20,1,service
1628,1629,35.3,20,1,service
106,1628,24.3,20,1,service
30,1630,11.3,20,1,service
1630,1631,12.2,20,1,service
1631,1632,9.5,20,1,service
1632,1633,4.7,20,1,service
28,1634,9.4,20,1,service
1634,1635,6.6,20,1,service
1635,1636,6.4,20,1,service
1636,1637,7.2,20,1,service
25,1638,20.5,20,1,service
1638,1639,6.8,20,1,service
1639,1640,7.8,20,1,service
1640,1641,11.9,20,1,service
1641,1642,11.9,20,1,service
1642,1643,15.3,20,1,service
1643,1644,6.5,20,1,service
1644,1645,8.3,20,1,service
482,1646,10.5,20,1,service
1646,1647,11.0,20,1,service
37,1648,12.1,20,1,service
1648,1649,8.4,20,1,service
1649,1650,9.8,20,1,service
1650,1651,7.1,20,1,service
39,1652,9.0,20,1,service
1652,1653,10.2,20,1,service
1653,1654,9.3,20,1,service
42,1655,8.1,20,1,service
1655,1656,7.4,20,1,service
1656,1657,8.6,20,1,service
1251,1658,9.9,20,1,service
1658,1659,10.4,20,1,service
1659,1660,9.1,20,1,service
40,1661,10.2,20,1,service
